date,BMO.TO,BNS.TO,CADUSD=X,CL=F,CM.TO,GC=F,NA.TO,RY.TO,TD.TO,XFN.TO,XIU.TO,ZEB.TO,^DJI,^GSPC,^GSPTSE,^IXIC,^VIX
2020-08-18,59.99153518676758,40.97494888305664,0.7563266754150391,42.88999938964844,36.28591537475586,1999.4000244140625,53.20184326171875,78.18842315673828,48.318756103515625,28.03133773803711,21.109485626220703,19.88661003112793,27778.0703125,3389.780029296875,16626.099609375,11210.83984375,21.510000228881836
2020-08-19,59.75873947143555,40.651634216308594,0.7603232860565186,42.93000030517578,36.75916290283203,1958.699951171875,53.498878479003906,78.48568725585938,48.341983795166016,28.080625534057617,21.050914764404297,19.941802978515625,27692.880859375,3374.85009765625,16577.400390625,11146.4599609375,22.540000915527344
2020-08-20,59.0293083190918,40.26365661621094,0.7568761706352234,42.58000183105469,36.665260314941406,1933.800048828125,53.587196350097656,78.67048645019531,48.16389465332031,27.96564292907715,21.09275245666504,19.870840072631836,27739.73046875,3385.510009765625,16606.80078125,11264.9501953125,22.719999313354492
2020-08-21,58.57146835327149,39.91160202026367,0.7591630816459656,42.34000015258789,36.789207458496094,1934.5999755859375,53.795936584472656,78.67048645019531,48.16389465332031,27.957426071166992,20.983989715576172,19.83141326904297,27930.330078125,3397.159912109375,16517.900390625,11311.7998046875,22.540000915527344
2020-08-24,59.63456726074219,40.57978439331055,0.7587311267852783,42.619998931884766,37.17982482910156,1927.699951171875,54.29365921020508,79.4899673461914,49.5654411315918,28.4173583984375,21.151321411132812,20.138938903808594,28308.4609375,3431.280029296875,16626.599609375,11379.7197265625,22.3700008392334
2020-08-25,63.033390045166016,40.306766510009766,0.7565669417381287,43.349998474121094,37.33382034301758,1911.800048828125,54.6308479309082,80.27730560302734,49.983585357666016,28.569808959960938,21.16733741760254,20.42281150817871,28248.439453125,3443.6201171875,16617.5,11466.4697265625,22.030000686645508
2020-08-26,64.84146118164062,40.74504089355469,0.7597051858901978,43.38999938964844,38.332889556884766,1940.699951171875,56.999122619628906,81.46636962890625,51.392879486083984,29.031267166137695,21.369653701782227,20.9432315826416,28331.919921875,3478.72998046875,16790.0,11665.0595703125,23.270000457763672
2020-08-27,64.92681884765625,41.34137725830078,0.7611508965492249,43.040000915527344,39.06529235839844,1921.5999755859375,57.32023239135742,81.86808776855469,51.416107177734375,29.22080421447754,21.30221939086914,21.093616485595703,28492.26953125,3484.550048828125,16731.5,11625.33984375,24.469999313354492
2020-08-28,64.27497100830078,40.80250930786133,0.7621021866798401,42.970001220703125,39.10661315917969,1964.5999755859375,57.40052795410156,81.20123291015625,50.9360237121582,29.055994033813477,21.243207931518555,20.982812881469727,28653.869140625,3508.010009765625,16705.80078125,11695.6298828125,22.959999084472656
2020-08-31,64.23617553710938,40.5007438659668,0.7645084261894226,42.61000061035156,38.89627456665039,1967.5999755859375,57.56107711791992,79.80329895019531,50.38623809814453,28.57804298400879,20.973451614379883,20.86408042907715,28430.05078125,3500.31005859375,16514.400390625,11775.4599609375,26.40999984741211
2020-09-01,63.55329513549805,39.96188735961914,0.7671653032302856,42.7599983215332,39.099090576171875,1968.199951171875,57.63332748413086,79.56226348876953,50.32429504394531,28.602767944335938,21.15047836303711,20.769100189208984,28645.66015625,3526.64990234375,16645.0,11939.669921875,26.1200008392334
2020-09-02,63.58434295654297,40.1486930847168,0.7661073803901672,41.5099983215332,39.091583251953125,1934.4000244140625,58.323734283447266,79.65065002441406,50.28558349609375,28.734615325927734,21.234777450561523,20.848257064819336,29100.5,3580.840087890625,16698.0,12056.4404296875,26.56999969482422
2020-09-03,63.18083190917969,39.724796295166016,0.7666007280349731,41.369998931884766,39.16670227050781,1927.5999755859375,58.275577545166016,78.606201171875,49.68933868408203,28.3637752532959,20.93130111694336,20.721614837646484,28292.73046875,3455.06005859375,16448.900390625,11458.099609375,33.599998474121094
2020-09-04,63.14202117919922,39.76072311401367,0.7610524296760559,39.77000045776367,39.095340728759766,1923.9000244140625,58.267547607421875,77.85901641845703,49.108585357666016,28.1660213470459,20.61939239501953,20.61079788208008,28133.310546875,3426.9599609375,16218.0,11313.1298828125,30.75
2020-09-08,62.20307922363281,39.408660888671875,0.7636036276817322,36.7599983215332,38.90003967285156,1933.0,57.681495666503906,77.36090850830078,48.83756637573242,27.96000862121582,20.4676570892334,20.444580078125,27500.890625,3331.840087890625,16099.5,10847.6904296875,31.459999084472656
2020-09-09,62.63764190673828,39.83256530761719,0.7553383708000183,38.04999923706055,39.02397155761719,1944.699951171875,58.259521484375,78.33305358886719,49.30990982055664,28.27314567565918,20.85543632507324,20.634540557861328,27940.470703125,3398.9599609375,16383.599609375,11141.5595703125,28.809999465942383
2020-09-10,61.9470100402832,39.6529541015625,0.7603117227554321,37.29999923706055,38.42303466796875,1954.199951171875,58.06685256958008,77.45732879638672,48.79109954833984,27.951753616333008,20.577245712280273,20.444580078125,27534.580078125,3339.18994140625,16185.2998046875,10919.58984375,29.709999084472656
2020-09-11,62.47468566894531,39.78946685791016,0.7581788301467896,37.33000183105469,38.52067947387695,1937.800048828125,58.48429489135742,78.07594299316406,49.023414611816406,28.1495418548584,20.65311622619629,20.563308715820312,27665.640625,3340.969970703125,16222.5,10853.5498046875,26.8700008392334
2020-09-14,63.1342658996582,39.74635696411133,0.7586562633514404,37.2599983215332,38.59580612182617,1953.0999755859375,58.44416809082031,78.63031005859375,49.077613830566406,28.27314567565918,20.796424865722656,20.61079788208008,27993.330078125,3383.5400390625,16360.099609375,11056.650390625,25.850000381469727
2020-09-15,63.04890823364258,39.89723587036133,0.758915364742279,38.279998779296875,38.53946304321289,1956.300048828125,57.80193710327149,78.83918762207031,48.94596481323242,28.330841064453125,20.88072204589844,20.587053298950195,27995.599609375,3401.199951171875,16431.30078125,11190.3203125,25.59000015258789
2020-09-16,62.57556915283203,39.56673049926758,0.7579891681671143,40.15999984741211,38.43805694580078,1960.199951171875,57.272064208984375,77.66621398925781,48.44265365600586,28.124813079833984,20.66997718811035,20.405004501342773,28032.380859375,3385.489990234375,16295.7001953125,11050.4697265625,26.040000915527344
2020-09-17,62.691951751708984,39.64576721191406,0.7586389780044556,40.970001220703125,38.48688125610352,1940.0,56.790401458740234,77.55374908447266,48.41941452026367,28.083620071411133,20.6109676361084,20.36542701721191,27901.98046875,3357.010009765625,16246.7001953125,10910.2802734375,26.459999084472656
2020-09-18,62.257415771484375,39.62420654296875,0.760444700717926,41.11000061035156,38.29532623291016,1952.0999755859375,55.85110855102539,76.70211791992188,48.07096481323242,27.902318954467773,20.54353141784668,20.191301345825195,27657.419921875,3319.469970703125,16199.0,10793.2802734375,25.829999923706055
2020-09-21,61.43486022949219,39.21467971801758,0.7577364444732666,39.310001373291016,38.24274444580078,1901.199951171875,54.839569091796875,75.80230712890625,47.079811096191406,27.51501846313477,20.34121322631836,19.953853607177734,27147.69921875,3281.06005859375,15981.7998046875,10778.7998046875,27.780000686645508
2020-09-22,60.55799865722656,39.02067565917969,0.7518796920776367,39.599998474121094,38.26903533935547,1898.5999755859375,54.37394714355469,75.77819061279297,47.172733306884766,27.54798126220703,20.55195426940918,19.866785049438477,27288.1796875,3315.570068359375,16142.900390625,10963.6396484375,26.86000061035156
2020-09-23,60.2553596496582,38.891357421875,0.7520493268966675,39.93000030517578,37.91598892211914,1859.9000244140625,53.04128646850586,75.22383117675781,46.59199142456055,27.25956344604492,20.23162841796875,19.7480525970459,26763.130859375,3236.919921875,15817.099609375,10632.990234375,28.579999923706055
2020-09-24,60.519187927246094,38.94883728027344,0.7471886873245239,40.310001373291016,38.10377502441406,1868.300048828125,53.19382095336914,75.67375946044922,47.110782623291016,27.31332015991211,20.32435607910156,19.77179527282715,26815.439453125,3246.590087890625,15912.2998046875,10672.26953125,28.510000228881836
2020-09-25,60.511436462402344,39.12845230102539,0.7489851117134094,40.25,38.012325286865234,1857.699951171875,53.32366180419922,75.91476440429688,47.48245620727539,27.511783599853516,20.526670455932617,19.811372756958008,27173.9609375,3298.4599609375,16065.400390625,10913.5595703125,26.3799991607666
2020-09-28,61.76077651977539,40.2133674621582,0.7474511861801147,40.599998474121094,38.56488037109375,1872.800048828125,54.54091262817383,76.7744140625,48.29552459716797,28.024463653564453,20.7542724609375,20.20076560974121,27584.060546875,3351.60009765625,16242.7998046875,11117.5302734375,26.190000534057617
2020-09-29,60.65887069702149,39.83256530761719,0.7486823201179504,39.290000915527344,38.07710266113281,1894.300048828125,53.997215270996094,75.44878387451172,47.67605209350586,27.64408493041992,20.695268630981445,19.930572509765625,27452.66015625,3335.469970703125,16211.5,11085.25,26.270000457763672
2020-09-30,60.402801513671875,39.74635696411133,0.747171938419342,40.220001220703125,37.92848205566406,1887.5,53.67261505126953,75.11133575439453,47.73799514770508,27.56965446472168,20.55195426940918,19.867002487182617,27781.69921875,3363.0,16121.400390625,11167.509765625,26.3700008392334
2020-10-01,59.81303787231445,39.79664611816406,0.7515801787376404,38.720001220703125,37.81795883178711,1908.4000244140625,53.73752975463867,75.16756439208984,47.846405029296875,27.619285583496097,20.6109676361084,19.84316062927246,27816.900390625,3380.800048828125,16184.5,11326.509765625,26.700000762939453
2020-10-02,60.06135559082031,40.299583435058594,0.752785325050354,37.04999923706055,38.00088882446289,1900.199951171875,54.19197082519531,75.73800659179688,48.39619064331055,27.85908317565918,20.644689559936523,19.98620986938477,27682.810546875,3348.419921875,16199.2998046875,11075.01953125,27.6299991607666
