date,BMO.TO_ret_1d,BMO.TO_ret_5d,BMO.TO_ret_21d,BMO.TO_vol_5d,BMO.TO_vol_21d,BMO.TO_vol_63d,BMO.TO_drawdown_63d,BMO.TO_dist_52w_high,BNS.TO_ret_1d,BNS.TO_ret_5d,BNS.TO_ret_21d,BNS.TO_vol_5d,BNS.TO_vol_21d,BNS.TO_vol_63d,BNS.TO_drawdown_63d,BNS.TO_dist_52w_high,CADUSD=X_ret_1d,CADUSD=X_ret_5d,CADUSD=X_ret_21d,CADUSD=X_vol_5d,CADUSD=X_vol_21d,CADUSD=X_vol_63d,CADUSD=X_drawdown_63d,CADUSD=X_dist_52w_high,CL=F_ret_1d,CL=F_ret_5d,CL=F_ret_21d,CL=F_vol_5d,CL=F_vol_21d,CL=F_vol_63d,CL=F_drawdown_63d,CL=F_dist_52w_high,CM.TO_ret_1d,CM.TO_ret_5d,CM.TO_ret_21d,CM.TO_vol_5d,CM.TO_vol_21d,CM.TO_vol_63d,CM.TO_drawdown_63d,CM.TO_dist_52w_high,GC=F_ret_1d,GC=F_ret_5d,GC=F_ret_21d,GC=F_vol_5d,GC=F_vol_21d,GC=F_vol_63d,GC=F_drawdown_63d,GC=F_dist_52w_high,NA.TO_ret_1d,NA.TO_ret_5d,NA.TO_ret_21d,NA.TO_vol_5d,NA.TO_vol_21d,NA.TO_vol_63d,NA.TO_drawdown_63d,NA.TO_dist_52w_high,RY.TO_ret_1d,RY.TO_ret_5d,RY.TO_ret_21d,RY.TO_vol_5d,RY.TO_vol_21d,RY.TO_vol_63d,RY.TO_drawdown_63d,RY.TO_dist_52w_high,TD.TO_ret_1d,TD.TO_ret_5d,TD.TO_ret_21d,TD.TO_vol_5d,TD.TO_vol_21d,TD.TO_vol_63d,TD.TO_drawdown_63d,TD.TO_dist_52w_high,XFN.TO_ret_1d,XFN.TO_ret_5d,XFN.TO_ret_21d,XFN.TO_vol_5d,XFN.TO_vol_21d,XFN.TO_vol_63d,XFN.TO_drawdown_63d,XFN.TO_dist_52w_high,XIU.TO_ret_1d,XIU.TO_ret_5d,XIU.TO_ret_21d,XIU.TO_vol_5d,XIU.TO_vol_21d,XIU.TO_vol_63d,XIU.TO_drawdown_63d,XIU.TO_dist_52w_high,ZEB.TO_ret_1d,ZEB.TO_ret_5d,ZEB.TO_ret_21d,ZEB.TO_vol_5d,ZEB.TO_vol_21d,ZEB.TO_vol_63d,ZEB.TO_drawdown_63d,ZEB.TO_dist_52w_high,^DJI_ret_1d,^DJI_ret_5d,^DJI_ret_21d,^DJI_vol_5d,^DJI_vol_21d,^DJI_vol_63d,^DJI_drawdown_63d,^DJI_dist_52w_high,^GSPC_ret_1d,^GSPC_ret_5d,^GSPC_ret_21d,^GSPC_vol_5d,^GSPC_vol_21d,^GSPC_vol_63d,^GSPC_drawdown_63d,^GSPC_dist_52w_high,^GSPTSE_ret_1d,^GSPTSE_ret_5d,^GSPTSE_ret_21d,^GSPTSE_vol_5d,^GSPTSE_vol_21d,^GSPTSE_vol_63d,^GSPTSE_drawdown_63d,^GSPTSE_dist_52w_high,^IXIC_ret_1d,^IXIC_ret_5d,^IXIC_ret_21d,^IXIC_vol_5d,^IXIC_vol_21d,^IXIC_vol_63d,^IXIC_drawdown_63d,^IXIC_dist_52w_high,^VIX_ret_1d,^VIX_ret_5d,^VIX_ret_21d,^VIX_vol_5d,^VIX_vol_21d,^VIX_vol_63d,^VIX_drawdown_63d,^VIX_dist_52w_high,RY.TO_beta_xfn_63d,TD.TO_beta_xfn_63d,BMO.TO_beta_xfn_63d,BNS.TO_beta_xfn_63d,CM.TO_beta_xfn_63d,NA.TO_beta_xfn_63d,VIX_level,VIX_chg_5d,avg_bank_return,avg_bank_vol_21d,avg_pairwise_corr_63d,policy_rate,ca_2y,ca_5y,ca_10y,slope_10y_2y,curvature,policy_rate_chg_5d,policy_rate_chg_21d,ca_2y_chg_5d,ca_2y_chg_21d,ca_5y_chg_5d,ca_5y_chg_21d,ca_10y_chg_5d,ca_10y_chg_21d,slope_10y_2y_chg_5d,slope_10y_2y_chg_21d,curvature_chg_5d,curvature_chg_21d,contagion_risk_score
2012-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.969999313354492,,,,,,,,,,,,,,,,,,,,,,,100.0
2012-01-04,0.006836793891911164,,,,,,,,0.002901251738733235,,,,,,,,0.006230759504763039,,,,,,,,0.0025252732958667146,,,,,,,,0.0014653955646870553,,,,,,,,0.007626475973353752,,,,,,,,0.0006856896090423614,,,,,,,,0.003220848665555609,,,,,,,,0.0002609680450349483,,,,,,,,0.003703550504109865,,,,,,,,0.0,,,,,,,,0.002973250446159037,,,,,,,,0.0016971359481909865,,,,,,,,0.00018792399994027598,,,,,,,,0.0014825537167750813,,,,,,,,-0.00013586309056090595,,,,,,,,-0.03265128525989802,,,,,,,,,,,,,,22.219999313354492,,0.0025618245858273956,,,1.0,0.98,1.31,1.99,1.01,-0.34999999999999987,0.0,0.0,0.04999999999999993,0.09999999999999998,0.0,-0.020000000000000018,-0.019999999999999796,-0.09999999999999987,-0.06999999999999962,-0.19999999999999996,-0.030000000000000027,-0.04000000000000026,75.0
2012-01-05,0.0006964703888918677,,,,,,,,-0.0040502106216632194,,,,,,,,-0.002269446596619651,,,,,,,,-0.01366017870019709,,,,,,,,0.000265777745977136,,,,,,,,0.004652894029656851,,,,,,,,-0.006165289191071066,,,,,,,,-0.011519980125124007,,,,,,,,0.000652737808405135,,,,,,,,-0.0032286140624359083,,,,,,,,0.0005724487958920221,,,,,,,,-0.0023718422206672196,,,,,,,,-0.00021900745663372412,,,,,,,,0.002943716919978634,,,,,,,,0.0008915381037091219,,,,,,,,0.008118231331059267,,,,,,,,-0.033303321061464386,,,,,,,,,,,,,,21.479999542236328,,-0.0033534156657640257,,,1.0,0.97,1.3,1.99,1.02,-0.3599999999999999,0.0,0.0,0.039999999999999925,0.04999999999999993,0.020000000000000018,-0.07999999999999985,0.030000000000000027,-0.1399999999999999,-0.009999999999999787,-0.18999999999999995,-0.029999999999999805,-0.06999999999999984,54.166666666666664
2012-01-06,0.009048741832333507,,,,,,,,-0.004066457491180064,,,,,,,,-0.0060809253792197815,,,,,,,,-0.002455554523082326,,,,,,,,-0.007313804587700257,,,,,,,,-0.0020378218959945515,,,,,,,,-0.0042734147180438775,,,,,,,,-0.005540776543063952,,,,,,,,-0.0023484296550015937,,,,,,,,-0.0046282835473653305,,,,,,,,-0.004004601400162011,,,,,,,,-0.0029729531765748662,,,,,,,,-0.004492720713291654,,,,,,,,-0.002536961462655807,,,,,,,,-0.003987838894883744,,,,,,,,0.0016329931553829002,,,,,,,,-0.03957171320224484,,,,,,,,,,,,,,20.6299991607666,,-0.0024156901937760398,,,1.0,0.96,1.29,1.97,1.01,-0.34999999999999987,0.0,0.0,0.010000000000000009,0.06999999999999995,0.020000000000000018,-0.040000000000000036,0.030000000000000027,-0.09000000000000008,0.020000000000000018,-0.15999999999999992,0.0,-0.05999999999999983,45.83333333333333
2012-01-09,-0.0008627017468453291,,,,,,,,0.005444006460010087,,,,,,,,-0.00923128178004795,,,,,,,,-0.0024615991139205207,,,,,,,,0.004554702542549416,,,,,,,,-0.005321437854003741,,,,,,,,-0.00124597508713431,,,,,,,,0.0036498936603992505,,,,,,,,0.003792635604495276,,,,,,,,0.0032544872357385124,,,,,,,,0.0011485117698841751,,,,,,,,0.0017892872197864396,,,,,,,,0.0026513527611535803,,,,,,,,0.0022615979258335805,,,,,,,,0.0006646034981139248,,,,,,,,0.0008750543770750241,,,,,,,,0.021328189624670202,,,,,,,,,,,,,,21.06999969482422,,0.002555426905579065,,,1.0,0.93,1.25,1.94,1.0099999999999998,-0.3700000000000001,0.0,0.0,-0.019999999999999907,0.08000000000000007,-0.020000000000000018,-0.010000000000000009,0.0,-0.050000000000000044,0.019999999999999796,-0.13000000000000034,-0.02000000000000024,-0.050000000000000044,51.24999999999999
2012-01-10,0.005178101677011604,0.02103770864863619,,0.06608602901338446,,,,,0.0030942300753376006,0.0032879560046317202,,0.07026186281449183,,,,,0.006553166770994379,-0.004890455198318322,,0.11350753944387766,,,,,0.009179748569610569,-0.0069930189112804575,,0.13278927601274537,,,,,-0.0008000667605377876,-0.001864900849913087,,0.0693894277922898,,,,,0.014618973561430826,0.019566199777149462,,0.1254091663106079,,,,,-0.002495153875257672,-0.013435442004121279,,0.042077104751943005,,,,,0.0036375206317793563,-0.006631106603306236,,0.10991026461657134,,,,,0.0009117331800765349,0.0032643632916544707,,0.034676371209049,,,,,0.002780380137658911,0.0018512811441506738,,0.06308764946303592,,,,,0.007458252187552583,0.005151295937529277,,0.06543004134240102,,,,,0.001785405109801852,0.00118900623378293,,0.04304012942712325,,,,,0.005630681833852513,0.005250290332737162,,0.0595547103072711,,,,,0.00888576974833133,0.011761308608678078,,0.0671782245479857,,,,,0.006067214805233867,0.0051030276444195,,0.05663303125509363,,,,,0.00969152226678549,0.020304158194042188,,0.07179596298283156,,,,,-0.018035081455646473,-0.0992598540467221,,0.39134509930169986,,,,,,,,,,,20.690000534057617,-2.279998779296875,0.0015877274880682728,,,1.0,0.94,1.26,1.95,1.01,-0.3699999999999999,0.0,0.0,-0.010000000000000009,0.039999999999999925,-0.010000000000000009,-0.07000000000000006,0.010000000000000009,-0.1100000000000001,0.020000000000000018,-0.15000000000000013,-0.020000000000000018,-0.07000000000000006,46.666666666666664
2012-01-11,0.0005146297255307353,0.014626373610720833,,0.06530729880228153,,,,,-0.00462680496993606,-0.004243003414187818,,0.07530871804172538,,,,,0.005606338713098014,-0.005507974672742222,,0.11107610350040432,,,,,-0.013399796027117827,-0.022766890586412125,,0.15029896371574655,,,,,-0.004404298489271596,-0.007715075686184125,,0.07209139849685245,,,,,0.005027560497777417,0.016936488829532914,,0.12186120883842153,,,,,0.005142005350684986,-0.009042011363915692,,0.06835024854829418,,,,,0.0034332148884341773,-0.006420825885858794,,0.11047076412021117,,,,,0.002212735532112209,0.0052219911785476025,,0.03602507842335514,,,,,0.0013867934957179084,-0.00046120044046804587,,0.0572652206720943,,,,,-0.0005691864257250101,0.004579177464081763,,0.06611838311641044,,,,,0.0005949225382277934,-0.0011850907359822749,,0.03631328740619846,,,,,-0.00104469912751326,0.002498729599475169,,0.060854678415864644,,,,,0.0003095972599744812,0.011884389775567605,,0.06693682064337071,,,,,-0.0007986345140470474,0.0028135926573427117,,0.05777248395176049,,,,,0.00305643284574475,0.023561713593584832,,0.06316702337062621,,,,,0.017399646868560437,-0.05265527058728403,,0.44993359723632137,,,,,,,,,,,21.049999237060547,-1.1700000762939453,0.0003785803395924085,,,1.0,0.97,1.29,1.98,1.01,-0.3699999999999999,0.0,0.0,-0.010000000000000009,0.08999999999999997,-0.020000000000000018,0.010000000000000009,-0.010000000000000009,-0.029999999999999805,0.0,-0.11999999999999988,-0.020000000000000018,-0.04000000000000026,50.595238095238095
2012-01-12,0.006693215234262473,0.020706594392915223,,0.0663410889584806,,,,,0.011040123351430564,0.010844409420051715,,0.10510258626840603,,,,,-0.0014731870860336116,-0.004714299736490513,,0.11068407579053634,,,,,-0.017547380036340154,-0.02661820203770271,,0.16675955320435432,,,,,0.007373243380023542,-0.0006643186217614172,,0.09674664409176904,,,,,0.004941494569017824,0.017228618002619545,,0.12206697756334645,,,,,0.0070508565203051266,0.004135879314713042,,0.07885630754473827,,,,,0.0030414257213833285,0.008215696152032104,,0.06388026826886506,,,,,0.00909094519337228,0.013698729720303726,,0.06685924740883435,,,,,0.007383315499713827,0.010180191843866426,,0.06895218995278087,,,,,0.002849032592396661,0.006864877695457183,,0.067326438132081,,,,,0.007719027062808248,0.00891778237277685,,0.06110504164531051,,,,,0.0017325532934475696,0.004455595340356666,,0.06096871255808974,,,,,0.002336608362904613,0.011271869190973893,,0.06674906347966855,,,,,0.0010928572646056178,0.00301529841997894,,0.057861259354745134,,,,,0.005142447636836467,0.020540343517456927,,0.05608285544431973,,,,,-0.02755344155475825,-0.04702049582896228,,0.43305868586597146,,,,,,,,,,,20.469999313354492,-1.010000228881836,0.007381634900129552,,,1.0,0.95,1.26,1.93,0.98,-0.3599999999999999,0.0,0.0,-0.020000000000000018,0.07999999999999996,-0.040000000000000036,0.0,-0.06000000000000005,-0.050000000000000044,-0.040000000000000036,-0.1299999999999999,0.0,-0.029999999999999805,34.82142857142857
2012-01-13,-0.006989404694025869,0.004483154193616112,,0.08598709736599489,,,,,-0.00249053581613623,0.012443925398687217,,0.09965932189580222,,,,,0.00019651244425067382,0.0015717694813452976,,0.1007921766549307,,,,,-0.004036342401996573,-0.028160699873013728,,0.16541095830814273,,,,,-0.0069202984202031415,-0.00026817656212596575,,0.09492596524828234,,,,,-0.010259226560507262,0.00884849269485355,,0.15487859071682888,,,,,0.0013725093889982443,0.009829485422622408,,0.06473300335759871,,,,,-0.012886148725338886,0.0007687145628783032,,0.11597354785308228,,,,,0.0006434094737648444,0.016738692383129194,,0.054828320936309606,,,,,-0.0045807335962508855,0.010228449211385549,,0.0686629065468656,,,,,-0.003408913274974057,0.007467066673594092,,0.06439606406729033,,,,,-0.005303336255744084,0.006559606698600895,,0.07351228057078926,,,,,-0.003925898826059537,0.005027512219357044,,0.05786671909964378,,,,,-0.004947922948427275,0.008827530469572409,,0.07875906099434031,,,,,-0.0035195649446334576,0.0034868648870303165,,0.05556826630803226,,,,,-0.005149201581201912,0.013630124511519348,,0.08691625304590953,,,,,0.021494897353052878,0.013572501116626556,,0.3774407759422884,,,,,,,,,,,20.90999984741211,0.2800006866455078,-0.004545078132156839,,,1.0,0.97,1.3,1.98,1.01,-0.34999999999999987,0.0,0.0,0.010000000000000009,0.10999999999999999,0.010000000000000009,0.050000000000000044,0.010000000000000009,0.030000000000000027,0.0,-0.07999999999999985,0.0,-0.040000000000000036,50.34722222222222
2012-01-17,0.0017165426524183847,0.0070761987673080284,,0.08458141771812364,,,-0.005284859652879836,,-0.004992915617711424,0.0019343412850452157,,0.10742553141015207,,,-0.007471016398674868,,0.00039300834692213016,0.011301000042630793,,0.056855049948384764,,,-0.006387560754418042,,0.020364763914678674,-0.005922401427105872,,0.2506001086627072,,,-0.02431701323916502,,0.006700171791663712,0.0018669922635419223,,0.10239549047998585,,,-0.0009306354017606377,,0.015210946017205185,0.029673375534603474,,0.16372967453760442,,,0.0,,0.0023311005862722833,0.013446228280714179,,0.05820737257140001,,,0.0,,-0.0051832737899046855,-0.00803909550176407,,0.11625417754877428,,,-0.021340369053000963,,-0.0005145189702102648,0.012375987821602985,,0.06074726140626812,,,-0.0005145189702102648,,0.0009204187870399672,0.007878155861809732,,0.06806924303481177,,,-0.0036645310024714384,,0.0005699174084476955,0.006884820625922661,,0.0647226765706827,,,-0.002840938665545578,,0.0,0.00476179925226905,,0.07388470742695287,,,-0.005303336255744084,,0.004830981678023871,0.007212306586662054,,0.0635538885380504,,,0.0,,0.003552954600872571,0.010127346972699902,,0.07979452826447728,,,-0.0014125480931590495,,0.00013900592479809681,0.0029597849251778996,,0.05571521589528855,,,-0.003381048260215347,,0.0064228241548336396,0.01924859461525341,,0.08839518653239563,,,0.0,,0.06169301410525829,0.05363080609786697,,0.5640637215198548,,,-0.03352192309241253,,,,,,,,22.200000762939453,1.1300010681152344,9.517775421334177e-06,,,1.0,0.95,1.26,1.93,0.98,-0.3599999999999999,0.0,0.0,0.019999999999999907,0.08999999999999997,0.010000000000000009,0.040000000000000036,-0.010000000000000009,0.0,-0.029999999999999805,-0.08999999999999986,0.010000000000000231,-0.010000000000000009,78.51851851851852
